tool_name,tool_version,output_name,output_extension,output_edam_format
bismark_deduplicate,0.22.1,output_report,txt,format_2330
bismark_deduplicate,0.22.1,log_report,txt,format_2330
bismark_pretty_report,0.22.1,output_html_report,html,format_2331
bismark_pretty_report,0.22.1,log_report,txt,format_2330
bismark_methylation_extractor,0.22.1,output_splitting_report,tabular,format_3475
bismark_methylation_extractor,0.22.1,output_mbias_report,txt,format_2330
bismark_methylation_extractor,0.22.1,output_cytosine_report,txt,format_2330
bismark_methylation_extractor,0.22.1,compressed_output,zip,format_2333
bismark_methylation_extractor,0.22.1,log_report,txt,format_2330
megablast_xml_parser,1.0.0,output1,tabular,format_3475
megablast_wrapper,1.2.0,output1,tabular,format_3475
lastz_paired_reads_wrapper,1.1.1,output1,sam,format_2573
lastz_wrapper_2,1.3.2,output,tabular,format_3475
lastz_wrapper_2,1.3.2,out_plot,png,format_3603
bowtie_wrapper,1.2.0,output,sam,format_2573
bowtie_wrapper,1.2.0,mapping_stats,txt,format_2330
bowtie_wrapper,1.2.0,output_suppressed_reads_l,fastq,format_1930
bowtie_wrapper,1.2.0,output_suppressed_reads_r,fastq,format_1930
bowtie_wrapper,1.2.0,output_unmapped_reads_l,fastq,format_1930
bowtie_wrapper,1.2.0,output_unmapped_reads_r,fastq,format_1930
bowtie2,2.3.4.3+galaxy0,output_unaligned_reads_l,fastqsanger,format_1932
bowtie2,2.3.4.3+galaxy0,output_aligned_reads_l,fastqsanger,format_1932
bowtie2,2.3.4.3+galaxy0,output_aligned_reads_r,fastqsanger,format_1932
bowtie2,2.3.4.3+galaxy0,output_unaligned_reads_r,fastqsanger,format_1932
bowtie2,2.3.4.3+galaxy0,output,bam,format_2572
bowtie2,2.3.4.3+galaxy0,mapping_stats,txt,format_2330
rna_starsolo,2.7.2b1,output_log,txt,format_2330
rna_starsolo,2.7.2b1,output_genes,tsv,format_3475
rna_starsolo,2.7.2b1,output_barcodes,tsv,format_3475
rna_starsolo,2.7.2b1,output_matrix,mtx,format_3475
rna_starsolo,2.7.2b1,output_matrixSJ,mtx,format_3475
rna_starsolo,2.7.2b1,output_matrixGeneFull,mtx,format_3475
rna_starsolo,2.7.2b1,output_stats,txt,format_2330
segemehl,0.2.0.4,segemehl_out,sam,format_2573
segemehl,0.2.0.4,segemehl_outunmatched,fastq,format_1930
minimap2,2.17+galaxy0,alignment_output,bam,format_2572
rna_star,2.7.2b,output_log,txt,format_2330
rna_star,2.7.2b,chimeric_junctions,interval,format_3475
rna_star,2.7.2b,splice_junctions,interval,format_3475
rna_star,2.7.2b,mapped_reads,bam,format_2572
rna_star,2.7.2b,transcriptome_mapped_reads,unsorted.bam,format_2572
rna_star,2.7.2b,reads_per_gene,tabular,format_3475
hisat2,2.1.0+galaxy5,output_alignments,bam,format_2572
hisat2,2.1.0+galaxy5,output_unaligned_reads_l,fastqsanger,format_1932
hisat2,2.1.0+galaxy5,output_aligned_reads_l,fastqsanger,format_1932
hisat2,2.1.0+galaxy5,output_unaligned_reads_r,fastqsanger,format_1932
hisat2,2.1.0+galaxy5,output_aligned_reads_r,fastqsanger,format_1932
hisat2,2.1.0+galaxy5,summary_file,txt,format_2330
hisat2,2.1.0+galaxy5,novel_splicesite_output,tabular,format_3475
graphmap_overlap,0.5.2,output,txt,format_2330
graphmap_align,0.5.2,output,bam,format_2572
bismark_bowtie,0.7.12,report_file,txt,format_2330
bismark_bowtie,0.7.12,output_stdout,txt,format_2330
bismark_bowtie,0.7.12,output,bam,format_2572
bismark_bowtie,0.7.12,output_suppressed_reads_l,fastq,format_1930
bismark_bowtie,0.7.12,output_suppressed_reads_r,fastq,format_1930
bismark_bowtie,0.7.12,output_unmapped_reads_l,fastq,format_1930
bismark_bowtie,0.7.12,output_unmapped_reads_r,fastq,format_1930
lastz_d_wrapper,1.3.2,output,txt,format_2330
bwa,0.7.17.4,bam_output,bam,format_2572
bwa_mem,0.7.17.1,bam_output,bam,format_2572
star_fusion,0.5.4-3,output_final,tabular,format_3475
tophat2,2.1.1,align_summary,txt,format_2330
tophat2,2.1.1,fusions,tabular,format_3475
tophat2,2.1.1,insertions,bed,format_3003
tophat2,2.1.1,deletions,bed,format_3003
tophat2,2.1.1,junctions,bed,format_3003
tophat2,2.1.1,accepted_hits,bam,format_2572
tophat2,2.1.1,unmapped,bam,format_2572
bowtie_color_wrapper,1.1.2,output,sam,format_2573
bowtie_color_wrapper,1.1.2,output_suppressed_reads_l,fastqcssanger,format_1930
bowtie_color_wrapper,1.1.2,output_suppressed_reads_r,fastqcssanger,format_1930
bowtie_color_wrapper,1.1.2,output_unmapped_reads_l,fastqcssanger,format_1930
bowtie_color_wrapper,1.1.2,output_unmapped_reads_r,fastqcssanger,format_1930
bfast_wrapper,0.1.3,output,sam,format_2573
PerM,1.1.2,output,sam,format_2573
PerM,1.1.2,unmappedReadOut,fastqsanger,format_1932
PerM,1.1.2,unmappedReadOutCS,fastqcssanger,format_1930
srma_wrapper,0.2.5,output,bam,format_2572
mosaik_wrapper,1.1.2,output,sam,format_2573
snp_dists,0.6.3+galaxy0,output,tabular,format_3475
snp_sites,2.5.1+galaxy0,output_fasta,fasta,format_1929
snp_sites,2.5.1+galaxy0,output_vcf,vcf,format_3016
snp_sites,2.5.1+galaxy0,output_phylip,phylip,format_1997
snp_sites,2.5.1+galaxy0,output_counts,tabular,format_3475
bcftools_call,1.9+galaxy1,output_file,vcf,format_3016
bcftools_consensus,1.9+galaxy2,output_file,fasta,format_1929
bcftools_consensus,1.9+galaxy2,chain_file,txt,format_2330
snippy_core,4.4.5+galaxy0,alignment_fasta,fasta,format_1929
snippy_core,4.4.5+galaxy0,full_alignment_fasta,fasta,format_1929
snippy_core,4.4.5+galaxy0,alignment_table,tabular,format_3475
snippy_core,4.4.5+galaxy0,alignment_summary,txt,format_2330
snippy,4.4.5+galaxy0,snpvcf,vcf,format_3016
snippy,4.4.5+galaxy0,snpgff,gff3,format_1975
snippy,4.4.5+galaxy0,snptab,tabular,format_3475
snippy,4.4.5+galaxy0,snpsum,tabular,format_3475
snippy,4.4.5+galaxy0,snplog,txt,format_2330
snippy,4.4.5+galaxy0,snpalign,fasta,format_1929
snippy,4.4.5+galaxy0,snpconsensus,fasta,format_1929
snippy,4.4.5+galaxy0,snpsbam,bam,format_2572
snippy,4.4.5+galaxy0,outdir,zip,format_2333
varscan_copynumber,2.4.3.2,output,interval,format_3475
varscan_mpileup,2.4.3.1,output,vcf,format_3016
gatk4_mutect2,4.1.4.0+galaxy0,output_vcf,vcf,format_3016
gatk4_mutect2,4.1.4.0+galaxy0,output_vcf_bgzip,vcf_bgzip,format_3016
gatk4_mutect2,4.1.4.0+galaxy0,activity_profile_out,tabular,format_3475
gatk4_mutect2,4.1.4.0+galaxy0,assembly_region_out,tabular,format_3475
gatk4_mutect2,4.1.4.0+galaxy0,bam_output,bam,format_2572
exomedepth,1.1.0,output,tabular,format_3475
freebayes,1.3.1,output_vcf,vcf,format_3016
freebayes,1.3.1,output_failed_alleles_bed,bed,format_3003
freebayes,1.3.1,output_trace,txt,format_2330
bamleftalign,1.3.1,output_bam,bam,format_2572
snpEff_build_gb,4.3+T.galaxy4,snpeff_output,snpeffdb,format_3624
snpEff_build_gb,4.3+T.galaxy4,output_fasta,fasta,format_1929
mixcr_analyze,3.0.5.0,report,txt,format_2330
mixcr_analyze,3.0.5.0,clonotypes,tabular,format_3475
tb_variant_filter,0.1.3+galaxy0,output1,vcf,format_3016
tbvcfreport,0.1.7+galaxy0,variants_report_html,html,format_2331
tbvcfreport,0.1.7+galaxy0,variants_report_txt,txt,format_2330
tbvcfreport,0.1.7+galaxy0,drug_resistance_report_html,html,format_2331
tbvcfreport,0.1.7+galaxy0,drug_resistance_report_txt,txt,format_2330
snpEff_databases,4.3+T.galaxy2,snpeff_dbs,tabular,format_3475
varscan_somatic,2.4.3.5,output,vcf,format_3016
varscan_somatic,2.4.3.5,output_snp,vcf,format_3016
varscan_somatic,2.4.3.5,output_indel,vcf,format_3016
bcftools_cnv,1.9+galaxy1,output_cn,tabular,format_3475
bcftools_cnv,1.9+galaxy1,output_summary,tabular,format_3475
bcftools_cnv,1.9+galaxy1,output_plots,html,format_2331
bcftools_plugin_color_chrs,1.9+galaxy1,output_data,tabular,format_3475
bcftools_plugin_color_chrs,1.9+galaxy1,output_svg,svg,format_2332
bcftools_plugin_frameshifts,1.9+galaxy1,output_file,vcf,format_3016
bcftools_csq,1.9+galaxy1,output_file,vcf,format_3016
basil,1.2.0,vcf,vcf,format_3016
vcffilter2,1.0.0_rc1+galaxy3,out_file1,vcf,format_3016
snpSift_filter,4.3+t.galaxy0,output,vcf,format_3016
snpEff_download,4.3+T.galaxy2,snpeff_db,snpeffdb,format_3624
snpSift_int,4.3+t.galaxy0,output,vcf,format_3016
snpSift_rmInfo,4.3+t.galaxy0,output,vcf,format_3016
snpSift_annotate,4.3+t.galaxy1,output,vcf,format_3016
snpsift_vartype,4.3.1,output,vcf,format_3016
snpsift_vartype,4.3.1,log,txt,format_2330
snpEff_get_chr_names,4.3+T.galaxy1,chr_names,tabular,format_3475
snpSift_caseControl,4.3+t.galaxy0,output,vcf,format_3016
snpSift_extractFields,4.3+t.galaxy0,output,tabular,format_3475
snpSift_vcfCheck,4.3+t.galaxy0,output,vcf,format_3016
snpEff,4.3+T.galaxy1,snpeff_output,vcf,format_3016
snpEff,4.3+T.galaxy1,statsFile,html,format_2331
snpEff,4.3+T.galaxy1,csvFile,csv,format_3475
snpSift_geneSets,4.3.0,output,vcf,format_3016
snpSift_geneSets,4.3.0,log,txt,format_2330
snpSift_dbnsfp,4.3.0,output,vcf,format_3016
snpSift_dbnsfp_generic,4.1.1,output,vcf,format_3016
SnpEff-cds-report,1.2,html_report,html,format_2331
SnpEff-cds-report,1.2,tsv_report,tabular,format_3475
SnpEff-cds-report,1.2,text_report,txt,format_2330
snpeff_to_peptides,0.0.1,peptide_variant_fasta,fasta,format_1929
naive_variant_caller,0.0.1,output_vcf,vcf,format_3016
allele_counts_1,1.1,output,tabular,format_3475
snpSift_int,3.4,output,vcf,format_3016
snpSift_annotate,3.4,output,vcf,format_3016
snpSift_filter,3.4,output,vcf,format_3016
snpSift_caseControl,3.4,output,vcf,format_3016
crispr_studio,1+galaxy0,output_fasta,tabular,format_3475
crispr_studio,1+galaxy0,output_fasta36,tabular,format_3475
crispr_studio,1+galaxy0,output_spacermatch,tabular,format_3475
crispr_studio,1+galaxy0,output_spacermatch_mcl,tabular,format_3475
crispr_studio,1+galaxy0,output_spacermatch_mcl_col,tabular,format_3475
crispr_studio,1+galaxy0,output_spacermatch_mcl_final,tabular,format_3475
crispr_studio,1+galaxy0,output_svg,svg,format_2332
mageck_test,0.5.8.1,gene_summary,tabular,format_3475
mageck_test,0.5.8.1,sgrna_summary,tabular,format_3475
mageck_test,0.5.8.1,log,tabular,format_3475
mageck_test,0.5.8.1,normcounts,tabular,format_3475
mageck_test,0.5.8.1,plots,pdf,format_3508
mageck_test,0.5.8.1,rscript,txt,format_2330
mageck_test,0.5.8.1,rnwfile,txt,format_2330
mageck_mle,0.5.8.1,gene_summary,tabular,format_3475
mageck_mle,0.5.8.1,sgrna_summary,tabular,format_3475
mageck_mle,0.5.8.1,log,tabular,format_3475
mageck_gsea,0.5.8,output_file,tabular,format_3475
mageck_count,0.5.8.4,counts,tabular,format_3475
mageck_count,0.5.8.4,countsummary,tabular,format_3475
mageck_count,0.5.8.4,normcounts,tabular,format_3475
mageck_count,0.5.8.4,unmapped,tabular,format_3475
mageck_count,0.5.8.4,pdfreport,pdf,format_3508
mageck_count,0.5.8.4,log,txt,format_2330
mageck_count,0.5.8.4,rscript,txt,format_2330
mageck_count,0.5.8.4,rnwfile,txt,format_2330
mageck_pathway,0.5.8,pathway_summary,tabular,format_3475
mageck_pathway,0.5.8,log,tabular,format_3475
alevin,0.14.1.2,quants_mat.tsv,txt,format_2330
alevin,0.14.1.2,quants_mat.mtx.gz,mtx,format_3475
alevin,0.14.1.2,quants_mat_cols.txt,txt,format_2330
alevin,0.14.1.2,quants_mat_rows.txt,txt,format_2330
alevin,0.14.1.2,quants_tier_mat.gz,mtx,format_3475
alevin,0.14.1.2,alevin.log,txt,format_2330
alevin,0.14.1.2,featureDump.txt,txt,format_2330
alevin,0.14.1.2,whitelist.txt,txt,format_2330
alevin,0.14.1.2,bfh.txt,txt,format_2330
alevin,0.14.1.2,quants_mean_mat.gz,mtx,format_3475
alevin,0.14.1.2,quants_var_mat.gz,mtx,format_3475
alevin,0.14.1.2,quants_boot_rows.txt,txt,format_2330
alevin,0.14.1.2,alevinmeta_info.json,json,format_3464
alevin,0.14.1.2,ambig_info.tsv,tsv,format_3475
alevin,0.14.1.2,meta_info.json,json,format_3464
alevin,0.14.1.2,expected_bias.gz,txt,format_2330
alevin,0.14.1.2,observed_bias.gz,txt,format_2330
alevin,0.14.1.2,observed_bias_3p.gz,txt,format_2330
alevin,0.14.1.2,flenDist.txt,txt,format_2330
alevin,0.14.1.2,salmon_quant.log,txt,format_2330
bg_sortmerna,2.1b.4,output_fastx,data,format_1915
bg_sortmerna,2.1b.4,output_other,data,format_1915
bg_sortmerna,2.1b.4,output_sam,sam,format_2573
bg_sortmerna,2.1b.4,output_blast,tabular,format_3475
bg_sortmerna,2.1b.4,output_log,txt,format_2330
qualimap_rnaseq,2.2.2c+galaxy1,output_html,html,format_2331
qualimap_rnaseq,2.2.2c+galaxy1,output_counts,tsv,format_3475
glassgo,1.5.2,output,fasta,format_1929
intarna,3.1.1,outfile,tabular,format_3475
kallisto_pseudo,0.46.0.1,sample,tabular,format_3475
kallisto_quant,0.46.0.4,abundance_h5,h5,format_3590
kallisto_quant,0.46.0.4,abundance_tab,tabular,format_3475
kallisto_quant,0.46.0.4,pseudobam_output,bam,format_2572
kallisto_quant,0.46.0.4,fusion_output,tabular,format_3475
salmonquantmerge,0.14.1,mergedfile,tabular,format_3475
salmon,0.14.1,output_quant,tabular,format_3475
salmon,0.14.1,output_gene_quant,tabular,format_3475
salmon,0.14.1,output_bam,bam,format_2572
salmon,0.14.1,postSample,bam,format_2572
featurecounts,1.6.4+galaxy1,output_medium,tabular,format_3475
featurecounts,1.6.4+galaxy1,output_bam,bam,format_2572
featurecounts,1.6.4+galaxy1,output_short,tabular,format_3475
featurecounts,1.6.4+galaxy1,output_full,tabular,format_3475
featurecounts,1.6.4+galaxy1,output_summary,tabular,format_3475
featurecounts,1.6.4+galaxy1,output_feature_lengths,tabular,format_3475
featurecounts,1.6.4+galaxy1,output_jcounts,tabular,format_3475
edger,3.24.1+galaxy1,outReport,html,format_2331
edger,3.24.1+galaxy1,rscript,txt,format_2330
crosscontamination_barcode_filter,0.3,out_plots,pdf,format_3508
crosscontamination_barcode_filter,0.3,out_table,tabular,format_3475
limma_voom,3.38.3+galaxy3,outReport,html,format_2331
limma_voom,3.38.3+galaxy3,outFilt,tabular,format_3475
limma_voom,3.38.3+galaxy3,outNorm,tabular,format_3475
limma_voom,3.38.3+galaxy3,rscript,txt,format_2330
limma_voom,3.38.3+galaxy3,libinfo,tabular,format_3475
trinotate,3.1.1,trinotate_out,tabular,format_3475
trinotate,3.1.1,trinotate_sqlite,sqlite,format_3621
dexseq,1.28.1+galaxy1,dexseq_out,tabular,format_3475
dexseq,1.28.1+galaxy1,htmlreport,html,format_2331
dexseq,1.28.1+galaxy1,rds_out,rdata,format_2333
plotdexseq,1.28.1.0,dexseq_plot,pdf,format_3508
dexseq_count,1.28.1.0,counts_file,tabular,format_3475
dexseq_count,1.28.1.0,flattened_gtf_out,gtf,format_2306
deseq2,2.11.40.6,deseq_out,tabular,format_3475
deseq2,2.11.40.6,plots,pdf,format_3508
deseq2,2.11.40.6,counts_out,tabular,format_3475
deseq2,2.11.40.6,rlog_out,tabular,format_3475
deseq2,2.11.40.6,vst_out,tabular,format_3475
stringtie_merge,1.3.6,out_gtf,gtf,format_2306
stringtie,1.3.6,output_gtf,gtf,format_2306
stringtie,1.3.6,gene_abundance_estimation,tabular,format_3475
stringtie,1.3.6,coverage,gtf,format_2306
stringtie,1.3.6,exon_expression,tabular,format_3475
stringtie,1.3.6,intron_expression,tabular,format_3475
stringtie,1.3.6,transcript_expression,tabular,format_3475
stringtie,1.3.6,exon_transcript_mapping,tabular,format_3475
stringtie,1.3.6,intron_transcript_mapping,tabular,format_3475
stringtie,1.3.6,gene_counts,tabular,format_3475
stringtie,1.3.6,transcript_counts,tabular,format_3475
stringtie,1.3.6,legend,tabular,format_3475
trinity_analyze_diff_expr,2.8.4+galaxy1,rdata,rdata,format_2333
ruvseq,1.16.0,plots,pdf,format_3508
egsea,1.10.0,outReport,html,format_2331
egsea,1.10.0,outRscript,txt,format_2330
egsea,1.10.0,outRdata,rdata,format_2333
selectsequencesfrommsa,1.0.5,clustal,clustal,format_2330
cofold,2.0.4.0,tabularFile,tabular,format_3475
cofold,2.0.4.0,report,txt,format_2330
rnaz_cluster,2.1,output,data,format_1915
dr_disco_classify,0.14.0,dr_disco_classify_output,tabular,format_3475
dr_disco_fix,0.14.0,alignment_fixed,bam,format_2572
dr_disco_bam_extract,0.14.0,output,bam,format_2572
dr_disco_integrate,0.14.0,dr_disco_integrate_output,tabular,format_3475
dr_disco_detect,0.14.0,output_fusion_events,tabular,format_3475
mea,0.6.4.1,stdout,txt,format_2330
rnaz_randomize_aln,2.1,output,data,format_1915
rnaz_select_seqs,2.1,output,txt,format_2330
rnaz_window,2.1,output,txt,format_2330
rnaz_annotate,2.1,output1,bed,format_3003
rnaz_annotate,2.1,output2,txt,format_2330
deg_annotate,1.1.0,output,tabular,format_3475
scpipe,1.0.0+galaxy1,out_matrix,tabular,format_3475
scpipe,1.0.0+galaxy1,out_plots,pdf,format_3508
scpipe,1.0.0+galaxy1,out_metrics_matrix,tabular,format_3475
scpipe,1.0.0+galaxy1,out_report,html,format_2331
scpipe,1.0.0+galaxy1,out_rscript,txt,format_2330
scpipe,1.0.0+galaxy1,out_rdata,rdata,format_2333
locarna_multiple,1.9.0.1,stdout,txt,format_2330
locarna_multiple,1.9.0.1,clustal,clustal,format_2330
locarna_multiple,1.9.0.1,clustal_strict,clustal,format_2330
locarna_multiple,1.9.0.1,stockholm,stockholm,format_1961
locarna_multiple,1.9.0.1,pp,txt,format_2330
locarna_multiple,1.9.0.1,mlocarna_results_tgz,tar.gz,None
ribotaper_create_metaplots,0.1.0,output1,pdf,format_3508
ribotaper_create_metaplots,0.1.0,output2,tabular,format_3475
ribotaper_ribosome_profiling,0.1.0,output1,pdf,format_3508
ribotaper_ribosome_profiling,0.1.0,output2,tabular,format_3475
ribotaper_ribosome_profiling,0.1.0,output3,tabular,format_3475
ribotaper_ribosome_profiling,0.1.0,output4,tabular,format_3475
ribotaper_ribosome_profiling,0.1.0,output5,bed,format_3003
ribotaper_ribosome_profiling,0.1.0,output6,bed,format_3003
ribotaper_ribosome_profiling,0.1.0,output7,fasta,format_1929
ribotaper_ribosome_profiling,0.1.0,output8,pdf,format_3508
ribotaper_create_annotation,0.1.0,output1,bed,format_3003
ribotaper_create_annotation,0.1.0,output2,tar,format_2333
pipmir,0.1.0,putativeMatures,bed,format_3003
pipmir,0.1.0,predictedPrecursors,txt,format_2330
pipmir,0.1.0,predicted_miRNA,txt,format_2330
nastiseq,1.0,newpairs,tabular,format_3475
nastiseq,1.0,neworphan,tabular,format_3475
flaimapper,3.0.0-0,output,tabular,format_3475
targetfinder,1.7.0,output1,data,format_1915
AREsite2_REST,0.1.2,AREsite2_REST_out,bed,format_3003
fuma,3.0.5-g0,fuma_overview,tabular,format_3475
RNAlien,1.3.6,log,txt,format_2330
RNAlien,1.3.6,cm,cm,format_2330
RNAlien,1.3.6,stockholm,stockholm,format_1961
RNAlien,1.3.6,clustal,clustal,format_2330
RNAlien,1.3.6,sequences,fasta,format_1929
RNAlien,1.3.6,warnings,txt,format_2330
blockclust,1.1.0,tags_bed,bed,format_3003
blockclust,1.1.0,hclust_plot,pdf,format_3508
blockclust,1.1.0,clusters,bed,format_3003
blockclust,1.1.0,model_based_pred_bed,bed,format_3003
blockclust,1.1.0,nearest_neighbour_pred_bed,bed,format_3003
blockclust,1.1.0,sim_tab_out,tabular,format_3475
blockclust,1.1.0,cluster_dist,pdf,format_3508
blockclust,1.1.0,cluster_hclust,pdf,format_3508
trinity_gene_to_trans_map,2.8.4,map,tabular,format_3475
describe_samples,2.8.4,output,tabular,format_3475
trinity_define_clusters_by_cutting_tree,2.8.4,cluster_plots,pdf,format_3508
trinity_filter_low_expr_transcripts,2.8.4,filtered,fasta,format_1929
trinity_contig_exn50_statistic,2.8.4,output,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,trans_counts,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,TPM_no_norm,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,trans_counts_gene,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,TPM_no_norm_gene,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,norm_TMM,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,norm_UQ,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,norm_TMM_gene,tabular,format_3475
trinity_abundance_estimates_to_matrix,2.8.4,norm_UQ_gene,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,isoforms_counts_rsem,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,genes_counts_rsem,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,isoforms_counts_express,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,genes_counts_express,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,isoforms_counts_salmon,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,genes_counts_salmon,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,isoforms_counts_kallisto,tabular,format_3475
trinity_align_and_estimate_abundance,2.8.4,genes_counts_kallisto,tabular,format_3475
trinity_super_transcripts,2.8.4,seqs,fasta,format_1929
trinity_super_transcripts,2.8.4,annotation,gtf,format_2306
trinity_super_transcripts,2.8.4,malign,clustal,format_2330
trinity,2.8.4,assembled_transcripts,fasta,format_1929
trinity,2.8.4,gene_to_trans,tabular,format_3475
rseqc_geneBody_coverage,2.6.4.3,outputcurvespdf,pdf,format_3508
rseqc_geneBody_coverage,2.6.4.3,outputheatmappdf,pdf,format_3508
rseqc_geneBody_coverage,2.6.4.3,outputr,txt,format_2330
rseqc_geneBody_coverage,2.6.4.3,outputtxt,txt,format_2330
seurat,2.3.4,out_pdf,pdf,format_3508
seurat,2.3.4,out_rscript,txt,format_2330
seurat,2.3.4,out_rds,rds,None
heinz_visualization,0.1.0,visualization,pdf,format_3508
heinz_bum,1.0,dist_params,txt,format_2330
heinz,1.0,subnetwork,txt,format_2330
heinz_scoring,1.0,score,txt,format_2330
migmap,1.0.2.2,output,tabular,format_3475
sshmm,1.0.7,positive_fasta_out_file,fasta,format_1929
sshmm,1.0.7,positive_rnashapes_out_file,txt,format_2330
sshmm,1.0.7,positive_rnastructures_out_file,txt,format_2330
sshmm,1.0.7,final_graph_png,png,format_3603
sshmm,1.0.7,logo_best_sequences_png,png,format_3603
sshmm,1.0.7,logo_global_png,png,format_3603
sshmm,1.0.7,logo_hairpin_png,png,format_3603
sshmm,1.0.7,logo_best_sequences_txt,txt,format_2330
sshmm,1.0.7,logo_global_txt,txt,format_2330
sshmm,1.0.7,logo_hairpin_txt,txt,format_2330
sshmm,1.0.7,final_model_xml,xml,format_2332
pizzly,0.37.3.1,fusions_tab,tabular,format_3475
pizzly,0.37.3.1,fusions_fa,fasta,format_1929
rcas,1.5.4,report,html,format_2331
rcas,1.5.4,summarizeQueryRegions,tsv,format_3475
rcas,1.5.4,query_gene_types,tsv,format_3475
rcas,1.5.4,transcriptBoundaryCoverage.fiveprime,tsv,format_3475
rcas,1.5.4,transcriptBoundaryCoverage.threeprime,tsv,format_3475
rcas,1.5.4,exonIntronBoundaryCoverage.fiveprime,tsv,format_3475
rcas,1.5.4,exonIntronBoundaryCoverage.threeprime,tsv,format_3475
rcas,1.5.4,coverageprofilelist,tsv,format_3475
rcas,1.5.4,getTargetedGenesTable,tsv,format_3475
rcas,1.5.4,goCC,tsv,format_3475
rcas,1.5.4,goBP,tsv,format_3475
rcas,1.5.4,goMF,tsv,format_3475
rcas,1.5.4,GSEA,tsv,format_3475
rcas,1.5.4,multi_report,html,format_2331
feelnc,0.1.1.1,candidate_lncRNA,gtf,format_2306
feelnc,0.1.1.1,candidate_mRNA,gtf,format_2306
feelnc,0.1.1.1,classifier,txt,format_2330
rseqc_geneBody_coverage2,2.6.4.1,outputpdf,pdf,format_3508
rseqc_geneBody_coverage2,2.6.4.1,outputtxt,txt,format_2330
rseqc_geneBody_coverage2,2.6.4.1,outputr,txt,format_2330
rseqc_RPKM_saturation,2.6.4.1,outputpdf,pdf,format_3508
rseqc_RPKM_saturation,2.6.4.1,outputxls,xls,format_3468
rseqc_RPKM_saturation,2.6.4.1,outputrawxls,xls,format_3468
rseqc_RPKM_saturation,2.6.4.1,outputr,txt,format_2330
rseqc_infer_experiment,2.6.4.1,output,txt,format_2330
rseqc_RNA_fragment_size,2.6.4.1,output,tabular,format_3475
rseqc_tin,2.6.4.1,outputsummary,tabular,format_3475
rseqc_tin,2.6.4.1,outputxls,xls,format_3468
graphprot_predict_profile,1.1.7,average_profile_outfile,txt,format_2330
graphprot_predict_profile,1.1.7,peak_regions_outfile,bed,format_3003
graphprot_predict_profile,1.1.7,peak_regions_p50_outfile,bed,format_3003
rseqc_junction_saturation,2.6.4.1,outputpdf,pdf,format_3508
rseqc_junction_saturation,2.6.4.1,outputr,txt,format_2330
rseqc_FPKM_count,2.6.4.1,outputxls,xls,format_3468
rseqc_read_distribution,2.6.4.1,output,txt,format_2330
rbc_rnacode,0.3.1,outFileDefault,tabular,format_3475
rbc_rnacode,0.3.1,outFileGTF,gtf,format_2306
rseqc_junction_annotation,2.6.4.1,outputpdf,pdf,format_3508
rseqc_junction_annotation,2.6.4.1,outputjpdf,pdf,format_3508
rseqc_junction_annotation,2.6.4.1,outputxls,xls,format_3468
rseqc_junction_annotation,2.6.4.1,outputr,txt,format_2330
rseqc_inner_distance,2.6.4.1,outputpdf,pdf,format_3508
rseqc_inner_distance,2.6.4.1,outputtxt,txt,format_2330
rseqc_inner_distance,2.6.4.1,outputfreqtxt,txt,format_2330
rseqc_inner_distance,2.6.4.1,outputr,txt,format_2330
rnaz,2.1.1,output,txt,format_2330
RNAshapes,3.3.0,param_out,txt,format_2330
htseq_count,0.9.1,counts,tabular,format_3475
htseq_count,0.9.1,othercounts,tabular,format_3475
htseq_count,0.9.1,samoutfile,bam,format_2572
viennarna_rnafold,2.2.10.4,dot_bracket_stdout,dbn,format_1457
idr,2.0.3,idr_values,bed,format_3003
idr,2.0.3,idr_plot,png,format_3603
viennarna_rnacofold,2.2.10.0,tabularFile,txt,format_2330
viennarna_rnaalifold,2.2.10.1,tabularFile,txt,format_2330
viennarna_rnaalifold,2.2.10.1,imagesFile,tar,format_2333
rseqc_deletion_profile,2.6.4,outputpdf,pdf,format_3508
rseqc_deletion_profile,2.6.4,outputxls,xls,format_3468
rseqc_deletion_profile,2.6.4,outputr,txt,format_2330
rseqc_read_NVC,2.6.4,outputpdf,pdf,format_3508
rseqc_read_NVC,2.6.4,outputxls,xls,format_3468
rseqc_read_NVC,2.6.4,outputr,txt,format_2330
rseqc_bam_stat,2.6.4,output,txt,format_2330
rseqc_read_duplication,2.6.4,outputpdf,pdf,format_3508
rseqc_read_duplication,2.6.4,outputxls,xls,format_3468
rseqc_read_duplication,2.6.4,outputseqxls,xls,format_3468
